symbol,side,sleeve,open_ts,close_ts,pnl,pair,round_kind,round_start
EURGBP,1,mr,2026-05-13 05:15:00,2026-05-13 05:30:00,-718.6204097023982,EURGBP,round_3,2026-05-12 22:00:00
EURCHF,1,mr,2026-05-13 05:15:00,2026-05-13 05:30:00,-165.25906244947953,EURCHF,round_3,2026-05-12 22:00:00
EURGBP,1,mr,2026-05-13 05:30:00,2026-05-13 05:45:00,-522.4835726915834,EURGBP,round_3,2026-05-12 22:00:00
EURCHF,1,mr,2026-05-13 05:30:00,2026-05-13 06:00:00,-289.08454926674307,EURCHF,round_3,2026-05-12 22:00:00
EURGBP,1,mr,2026-05-13 05:45:00,2026-05-13 06:00:00,-171.00850050983874,EURGBP,round_3,2026-05-12 22:00:00
EURCHF,1,mr,2026-05-13 06:00:00,2026-05-13 06:15:00,-403.7764021380863,EURCHF,round_3,2026-05-12 22:00:00
USDCHF,-1,mr,2026-05-13 06:30:00,2026-05-13 06:45:00,-845.9631188765462,USDCHF,round_3,2026-05-12 22:00:00
EURCHF,1,mr,2026-05-13 06:15:00,2026-05-13 07:45:00,-1103.3927072029267,EURCHF,round_3,2026-05-12 22:00:00
EURGBP,1,mr,2026-05-13 06:00:00,2026-05-13 08:00:00,-1140.9630639717607,EURGBP,round_3,2026-05-12 22:00:00
USDCHF,-1,mr,2026-05-13 06:45:00,2026-05-13 08:45:00,-2729.936038064734,USDCHF,round_3,2026-05-12 22:00:00
EURCHF,1,mr,2026-05-13 07:45:00,2026-05-13 09:30:00,1144.9387248637518,EURCHF,round_3,2026-05-12 22:00:00
AUDUSD,-1,mr,2026-05-13 08:15:00,2026-05-13 09:30:00,1075.9247875896965,AUDUSD,round_3,2026-05-12 22:00:00
EURGBP,1,mr,2026-05-13 08:00:00,2026-05-13 09:45:00,896.4113150843779,EURGBP,round_3,2026-05-12 22:00:00
USDCHF,-1,mr,2026-05-13 08:45:00,2026-05-13 10:45:00,1799.794180074301,USDCHF,round_3,2026-05-12 22:00:00
EURGBP,-1,mr,2026-05-13 10:45:00,2026-05-13 11:00:00,-800.4802329522606,EURGBP,round_3,2026-05-12 22:00:00
AUDUSD,-1,mr,2026-05-13 09:45:00,2026-05-13 11:45:00,-1576.7385947031714,AUDUSD,round_3,2026-05-12 22:00:00
EURCHF,-1,mr,2026-05-13 12:30:00,2026-05-13 12:45:00,-277.59712076092757,EURCHF,round_3,2026-05-12 22:00:00
EURGBP,-1,mr,2026-05-13 11:00:00,2026-05-13 13:00:00,458.64982307527845,EURGBP,round_3,2026-05-12 22:00:00
USDCHF,-1,mr,2026-05-13 12:45:00,2026-05-13 14:00:00,1731.6002277017528,USDCHF,round_3,2026-05-12 22:00:00
EURCHF,-1,mr,2026-05-13 12:45:00,2026-05-13 14:15:00,-667.3009471564807,EURCHF,round_3,2026-05-12 22:00:00
EURCHF,-1,mr,2026-05-13 14:15:00,2026-05-13 14:30:00,-575.4390648106868,EURCHF,round_3,2026-05-12 22:00:00
AUDUSD,-1,mr,2026-05-13 14:15:00,2026-05-13 15:15:00,-3268.154105019914,AUDUSD,round_3,2026-05-12 22:00:00
AUDUSD,-1,mr,2026-05-13 15:15:00,2026-05-13 15:30:00,-1326.6585692004173,AUDUSD,round_3,2026-05-12 22:00:00
EURCHF,-1,mr,2026-05-13 14:30:00,2026-05-13 16:30:00,636.7791723688161,EURCHF,round_3,2026-05-12 22:00:00
USDCHF,-1,mr,2026-05-13 14:30:00,2026-05-13 16:30:00,1580.977643641223,USDCHF,round_3,2026-05-12 22:00:00
AUDUSD,-1,mr,2026-05-13 15:30:00,2026-05-13 17:30:00,2256.0037414575404,AUDUSD,round_3,2026-05-12 22:00:00
EURGBP,1,mr,2026-05-13 15:30:00,2026-05-13 17:30:00,459.43375882701883,EURGBP,round_3,2026-05-12 22:00:00
AUDUSD,1,mr,2026-05-13 19:45:00,2026-05-13 21:00:00,736.1619742122583,AUDUSD,round_3,2026-05-12 22:00:00
USDCHF,1,mr,2026-05-13 19:15:00,2026-05-13 21:15:00,-2101.069806918629,USDCHF,round_3,2026-05-12 22:00:00
EURCHF,1,mr,2026-05-13 19:15:00,2026-05-13 21:15:00,-1150.9835771917199,EURCHF,round_3,2026-05-12 22:00:00
EURGBP,1,mr,2026-05-13 19:45:00,2026-05-13 21:45:00,314.387542314853,EURGBP,round_3,2026-05-12 22:00:00
USDCAD,1,coc,2026-05-12 22:00:00,2026-05-13 22:00:00,1300.1031817741246,USDCAD,round_3,2026-05-12 22:00:00
EURUSD,1,coc,2026-05-12 22:00:00,2026-05-13 22:00:00,-3674.686722123721,EURUSD,round_3,2026-05-12 22:00:00
USDJPY,-1,coc,2026-05-12 22:00:00,2026-05-13 22:00:00,-2849.0449380528758,USDJPY,round_3,2026-05-12 22:00:00
USDCHF,1,mr,2026-05-13 21:30:00,2026-05-13 22:00:00,-256.85877357551647,USDCHF,round_3,2026-05-12 22:00:00
EURGBP,-1,mr,2026-05-13 21:45:00,2026-05-13 22:00:00,713.7301574924873,EURGBP,round_3,2026-05-12 22:00:00
USDJPY,1,coc,2026-05-13 22:00:00,2026-05-14 22:00:00,21333.85821921148,USDJPY,finals,2026-05-13 22:00:00
USDCAD,1,coc,2026-05-13 22:00:00,2026-05-14 22:00:00,4872.289407712633,USDCAD,finals,2026-05-13 22:00:00
EURJPY,-1,coc,2026-05-13 22:00:00,2026-05-14 22:00:00,3201.101656375674,EURJPY,finals,2026-05-13 22:00:00
USDCHF,-1,mr,2026-05-18 01:00:00,2026-05-18 01:45:00,1076.5725909483804,USDCHF,round_1,2026-05-17 22:00:00
USDCHF,1,mr,2026-05-18 03:30:00,2026-05-18 05:30:00,187.52059350086918,USDCHF,round_1,2026-05-17 22:00:00
EURGBP,-1,mr,2026-05-18 03:45:00,2026-05-18 05:45:00,935.4273265010052,EURGBP,round_1,2026-05-17 22:00:00
EURGBP,1,mr,2026-05-18 06:00:00,2026-05-18 06:15:00,-680.5311714947659,EURGBP,round_1,2026-05-17 22:00:00
EURGBP,1,mr,2026-05-18 06:15:00,2026-05-18 06:45:00,-663.6055561227073,EURGBP,round_1,2026-05-17 22:00:00
AUDUSD,-1,mr,2026-05-18 06:45:00,2026-05-18 07:15:00,-941.8087486171966,AUDUSD,round_1,2026-05-17 22:00:00
EURCHF,-1,mr,2026-05-18 06:00:00,2026-05-18 08:00:00,1736.8283362025845,EURCHF,round_1,2026-05-17 22:00:00
USDCHF,1,mr,2026-05-18 07:15:00,2026-05-18 09:15:00,430.62758605393515,USDCHF,round_1,2026-05-17 22:00:00
EURCHF,1,mr,2026-05-18 08:00:00,2026-05-18 09:15:00,885.0309391483122,EURCHF,round_1,2026-05-17 22:00:00
USDCHF,-1,mr,2026-05-18 10:45:00,2026-05-18 11:45:00,1603.0891940863755,USDCHF,round_1,2026-05-17 22:00:00
AUDUSD,-1,mr,2026-05-18 12:00:00,2026-05-18 12:30:00,-2845.043510769624,AUDUSD,round_1,2026-05-17 22:00:00
EURCHF,-1,mr,2026-05-18 11:15:00,2026-05-18 13:15:00,416.4354352523303,EURCHF,round_1,2026-05-17 22:00:00
AUDUSD,-1,mr,2026-05-18 12:30:00,2026-05-18 14:00:00,2990.6358144084834,AUDUSD,round_1,2026-05-17 22:00:00
EURCHF,-1,mr,2026-05-18 14:45:00,2026-05-18 15:30:00,-747.7193217770305,EURCHF,round_1,2026-05-17 22:00:00
EURGBP,1,mr,2026-05-18 14:15:00,2026-05-18 15:45:00,-1968.2541356274037,EURGBP,round_1,2026-05-17 22:00:00
EURGBP,1,mr,2026-05-18 15:45:00,2026-05-18 16:00:00,-2238.596330324154,EURGBP,round_1,2026-05-17 22:00:00
EURCHF,-1,mr,2026-05-18 15:30:00,2026-05-18 17:30:00,1594.3413497778224,EURCHF,round_1,2026-05-17 22:00:00
EURGBP,1,mr,2026-05-18 16:00:00,2026-05-18 18:00:00,1876.6287759895006,EURGBP,round_1,2026-05-17 22:00:00
EURCHF,1,mr,2026-05-18 17:45:00,2026-05-18 19:45:00,-159.265178327648,EURCHF,round_1,2026-05-17 22:00:00
AUDUSD,1,mr,2026-05-18 18:45:00,2026-05-18 20:45:00,4035.5116624649218,AUDUSD,round_1,2026-05-17 22:00:00
USDCHF,1,mr,2026-05-18 20:00:00,2026-05-18 22:00:00,-550.2090948308495,USDCHF,round_1,2026-05-17 22:00:00
GBPUSD,1,coc,2026-05-17 22:00:00,2026-05-18 22:00:00,51192.13855936218,GBPUSD,round_1,2026-05-17 22:00:00
EURUSD,1,coc,2026-05-17 22:00:00,2026-05-18 22:00:00,18770.72767186846,EURUSD,round_1,2026-05-17 22:00:00
USDJPY,-1,coc,2026-05-17 22:00:00,2026-05-18 22:00:00,-409.84440899660007,USDJPY,round_1,2026-05-17 22:00:00
EURGBP,-1,mr,2026-05-18 21:45:00,2026-05-18 22:00:00,230.5779903574612,EURGBP,round_1,2026-05-17 22:00:00
EURCHF,-1,mr,2026-05-19 01:00:00,2026-05-19 01:15:00,-165.76191867844983,EURCHF,round_2,2026-05-18 22:00:00
AUDUSD,1,mr,2026-05-19 01:00:00,2026-05-19 03:00:00,-2116.198809273848,AUDUSD,round_2,2026-05-18 22:00:00
EURCHF,-1,mr,2026-05-19 01:15:00,2026-05-19 03:15:00,-231.3533021158437,EURCHF,round_2,2026-05-18 22:00:00
AUDUSD,1,mr,2026-05-19 04:45:00,2026-05-19 06:45:00,949.2272412023544,AUDUSD,round_2,2026-05-18 22:00:00
EURGBP,-1,mr,2026-05-19 06:45:00,2026-05-19 07:00:00,-242.768854974378,EURGBP,round_2,2026-05-18 22:00:00
USDCHF,-1,mr,2026-05-19 05:15:00,2026-05-19 07:15:00,258.30339369561545,USDCHF,round_2,2026-05-18 22:00:00
EURCHF,1,mr,2026-05-19 07:15:00,2026-05-19 07:30:00,-231.47018156448027,EURCHF,round_2,2026-05-18 22:00:00
EURCHF,1,mr,2026-05-19 07:30:00,2026-05-19 07:45:00,-577.782613634894,EURCHF,round_2,2026-05-18 22:00:00
EURGBP,-1,mr,2026-05-19 07:00:00,2026-05-19 09:00:00,1553.3456061889456,EURGBP,round_2,2026-05-18 22:00:00
EURCHF,1,mr,2026-05-19 07:45:00,2026-05-19 09:45:00,1533.328324756797,EURCHF,round_2,2026-05-18 22:00:00
USDCHF,-1,mr,2026-05-19 09:00:00,2026-05-19 11:00:00,103.50558353855666,USDCHF,round_2,2026-05-18 22:00:00
EURGBP,1,mr,2026-05-19 09:45:00,2026-05-19 11:45:00,51.00322521652468,EURGBP,round_2,2026-05-18 22:00:00
EURCHF,-1,mr,2026-05-19 12:30:00,2026-05-19 13:15:00,-1173.50709727931,EURCHF,round_2,2026-05-18 22:00:00
USDCHF,-1,mr,2026-05-19 13:00:00,2026-05-19 13:15:00,-2208.9492214990314,USDCHF,round_2,2026-05-18 22:00:00
USDCHF,-1,mr,2026-05-19 13:15:00,2026-05-19 13:30:00,-105.81827822916256,USDCHF,round_2,2026-05-18 22:00:00
AUDUSD,1,mr,2026-05-19 13:15:00,2026-05-19 14:00:00,-1158.9348009712935,AUDUSD,round_2,2026-05-18 22:00:00
AUDUSD,1,mr,2026-05-19 14:00:00,2026-05-19 14:15:00,-1920.6017200124159,AUDUSD,round_2,2026-05-18 22:00:00
AUDUSD,1,mr,2026-05-19 14:15:00,2026-05-19 14:30:00,-1351.6610270229482,AUDUSD,round_2,2026-05-18 22:00:00
EURCHF,-1,mr,2026-05-19 13:30:00,2026-05-19 15:30:00,374.73766200207183,EURCHF,round_2,2026-05-18 22:00:00
AUDUSD,1,mr,2026-05-19 14:30:00,2026-05-19 16:30:00,6059.530187075266,AUDUSD,round_2,2026-05-18 22:00:00
USDJPY,1,coc,2026-05-18 22:00:00,2026-05-19 22:00:00,9667.007496980987,USDJPY,round_2,2026-05-18 22:00:00
USDCAD,1,coc,2026-05-18 22:00:00,2026-05-19 22:00:00,3113.6611369707016,USDCAD,round_2,2026-05-18 22:00:00
GBPUSD,-1,coc,2026-05-18 22:00:00,2026-05-19 22:00:00,14521.492541905354,GBPUSD,round_2,2026-05-18 22:00:00
EURGBP,-1,mr,2026-05-19 20:45:00,2026-05-19 22:00:00,-504.8126172615905,EURGBP,round_2,2026-05-18 22:00:00
USDCHF,-1,mr,2026-05-20 01:00:00,2026-05-20 01:15:00,-704.00145694769,USDCHF,round_3,2026-05-19 22:00:00
AUDUSD,1,mr,2026-05-20 01:00:00,2026-05-20 01:15:00,-2156.830082779886,AUDUSD,round_3,2026-05-19 22:00:00
USDCHF,-1,mr,2026-05-20 01:15:00,2026-05-20 01:30:00,-493.73810036909913,USDCHF,round_3,2026-05-19 22:00:00
EURCHF,-1,mr,2026-05-20 01:30:00,2026-05-20 01:45:00,-245.48224068019704,EURCHF,round_3,2026-05-19 22:00:00
AUDUSD,1,mr,2026-05-20 01:15:00,2026-05-20 03:15:00,4136.092250202692,AUDUSD,round_3,2026-05-19 22:00:00
USDCHF,-1,mr,2026-05-20 01:30:00,2026-05-20 03:30:00,1247.5810013646699,USDCHF,round_3,2026-05-19 22:00:00
EURCHF,-1,mr,2026-05-20 01:45:00,2026-05-20 03:45:00,-50.60708815855685,EURCHF,round_3,2026-05-19 22:00:00
EURGBP,1,mr,2026-05-20 02:15:00,2026-05-20 04:15:00,-558.9011419499845,EURGBP,round_3,2026-05-19 22:00:00
EURCHF,-1,mr,2026-05-20 06:00:00,2026-05-20 06:30:00,-369.1816700190072,EURCHF,round_3,2026-05-19 22:00:00
EURCHF,-1,mr,2026-05-20 06:30:00,2026-05-20 06:45:00,-451.61269816963306,EURCHF,round_3,2026-05-19 22:00:00
EURCHF,-1,mr,2026-05-20 06:45:00,2026-05-20 07:00:00,-291.15418568677205,EURCHF,round_3,2026-05-19 22:00:00
USDCHF,-1,mr,2026-05-20 05:45:00,2026-05-20 07:45:00,-849.6806352620287,USDCHF,round_3,2026-05-19 22:00:00
AUDUSD,-1,mr,2026-05-20 06:15:00,2026-05-20 08:15:00,-498.72047632332345,AUDUSD,round_3,2026-05-19 22:00:00
EURGBP,-1,mr,2026-05-20 06:30:00,2026-05-20 08:30:00,1040.9636625910694,EURGBP,round_3,2026-05-19 22:00:00
EURCHF,-1,mr,2026-05-20 07:00:00,2026-05-20 09:00:00,868.048475981545,EURCHF,round_3,2026-05-19 22:00:00
AUDUSD,-1,mr,2026-05-20 08:30:00,2026-05-20 10:30:00,-3007.275369651029,AUDUSD,round_3,2026-05-19 22:00:00
AUDUSD,-1,mr,2026-05-20 10:30:00,2026-05-20 12:30:00,-1264.0124312329633,AUDUSD,round_3,2026-05-19 22:00:00
USDCHF,1,mr,2026-05-20 10:30:00,2026-05-20 12:30:00,1942.090852083207,USDCHF,round_3,2026-05-19 22:00:00
EURGBP,1,mr,2026-05-20 11:00:00,2026-05-20 13:00:00,-874.5961465678146,EURGBP,round_3,2026-05-19 22:00:00
EURCHF,-1,mr,2026-05-20 11:15:00,2026-05-20 13:00:00,787.8597092447837,EURCHF,round_3,2026-05-19 22:00:00
USDCHF,1,mr,2026-05-20 14:15:00,2026-05-20 14:30:00,-1093.2771174409604,USDCHF,round_3,2026-05-19 22:00:00
AUDUSD,-1,mr,2026-05-20 14:15:00,2026-05-20 14:30:00,-1996.347394893908,AUDUSD,round_3,2026-05-19 22:00:00
EURGBP,1,mr,2026-05-20 13:00:00,2026-05-20 14:45:00,-1044.8038389407302,EURGBP,round_3,2026-05-19 22:00:00
USDCHF,1,mr,2026-05-20 14:30:00,2026-05-20 14:45:00,-3011.387938869412,USDCHF,round_3,2026-05-19 22:00:00
AUDUSD,-1,mr,2026-05-20 14:30:00,2026-05-20 14:45:00,-1788.8812391714648,AUDUSD,round_3,2026-05-19 22:00:00
EURGBP,1,mr,2026-05-20 15:15:00,2026-05-20 15:30:00,-317.0093540562101,EURGBP,round_3,2026-05-19 22:00:00
EURCHF,1,mr,2026-05-20 14:45:00,2026-05-20 16:45:00,833.1704013295739,EURCHF,round_3,2026-05-19 22:00:00
USDCHF,1,mr,2026-05-20 14:45:00,2026-05-20 16:45:00,-468.5369954421479,USDCHF,round_3,2026-05-19 22:00:00
AUDUSD,-1,mr,2026-05-20 15:00:00,2026-05-20 17:00:00,-1759.1167888508585,AUDUSD,round_3,2026-05-19 22:00:00
EURGBP,1,mr,2026-05-20 15:30:00,2026-05-20 17:30:00,508.9256878356572,EURGBP,round_3,2026-05-19 22:00:00
EURGBP,-1,mr,2026-05-20 19:45:00,2026-05-20 21:45:00,-591.2318736168692,EURGBP,round_3,2026-05-19 22:00:00
EURUSD,1,coc,2026-05-19 22:00:00,2026-05-20 22:00:00,3738.353043355604,EURUSD,round_3,2026-05-19 22:00:00
EURJPY,1,coc,2026-05-19 22:00:00,2026-05-20 22:00:00,728.7550966745318,EURJPY,round_3,2026-05-19 22:00:00
USDJPY,-1,coc,2026-05-19 22:00:00,2026-05-20 22:00:00,2901.0572517761348,USDJPY,round_3,2026-05-19 22:00:00
AUDUSD,1,mr,2026-05-20 20:45:00,2026-05-20 22:00:00,311.70334331149854,AUDUSD,round_3,2026-05-19 22:00:00
USDCAD,1,coc,2026-05-20 22:00:00,2026-05-21 22:00:00,14090.689164706724,USDCAD,finals,2026-05-20 22:00:00
USDJPY,1,coc,2026-05-20 22:00:00,2026-05-21 22:00:00,6162.967098579222,USDJPY,finals,2026-05-20 22:00:00
GBPUSD,-1,coc,2026-05-20 22:00:00,2026-05-21 22:00:00,3010.42624016777,GBPUSD,finals,2026-05-20 22:00:00
AUDUSD,-1,mr,2026-05-25 01:15:00,2026-05-25 03:15:00,1978.5310564520107,AUDUSD,round_1,2026-05-24 22:00:00
EURCHF,1,mr,2026-05-25 03:00:00,2026-05-25 05:00:00,62.60642692798404,EURCHF,round_1,2026-05-24 22:00:00
EURCHF,1,mr,2026-05-25 06:15:00,2026-05-25 06:30:00,-281.84260770385384,EURCHF,round_1,2026-05-24 22:00:00
EURCHF,1,mr,2026-05-25 06:30:00,2026-05-25 06:45:00,-141.77523252915387,EURCHF,round_1,2026-05-24 22:00:00
EURCHF,1,mr,2026-05-25 06:45:00,2026-05-25 07:00:00,-331.3582165481095,EURCHF,round_1,2026-05-24 22:00:00
EURGBP,1,mr,2026-05-25 05:30:00,2026-05-25 07:30:00,172.90097404668052,EURGBP,round_1,2026-05-24 22:00:00
EURCHF,1,mr,2026-05-25 07:00:00,2026-05-25 09:00:00,146.73793316390385,EURCHF,round_1,2026-05-24 22:00:00
USDCHF,1,mr,2026-05-25 09:00:00,2026-05-25 09:30:00,-555.7988948405628,USDCHF,round_1,2026-05-24 22:00:00
EURGBP,1,mr,2026-05-25 07:45:00,2026-05-25 09:45:00,-426.69561936111074,EURGBP,round_1,2026-05-24 22:00:00
USDCHF,1,mr,2026-05-25 09:30:00,2026-05-25 11:30:00,-644.2976953458334,USDCHF,round_1,2026-05-24 22:00:00
EURGBP,1,mr,2026-05-25 09:45:00,2026-05-25 11:45:00,-339.87319169733735,EURGBP,round_1,2026-05-24 22:00:00
AUDUSD,-1,mr,2026-05-25 11:30:00,2026-05-25 13:30:00,838.6194702851973,AUDUSD,round_1,2026-05-24 22:00:00
EURGBP,1,mr,2026-05-25 11:45:00,2026-05-25 13:45:00,-200.8276855422713,EURGBP,round_1,2026-05-24 22:00:00
EURCHF,-1,mr,2026-05-25 13:30:00,2026-05-25 13:45:00,-372.0286061031869,EURCHF,round_1,2026-05-24 22:00:00
USDCHF,-1,mr,2026-05-25 13:45:00,2026-05-25 14:00:00,-257.8297399795305,USDCHF,round_1,2026-05-24 22:00:00
EURCHF,-1,mr,2026-05-25 13:45:00,2026-05-25 14:00:00,-322.5806592167546,EURCHF,round_1,2026-05-24 22:00:00
EURCHF,-1,mr,2026-05-25 14:00:00,2026-05-25 16:00:00,78.9212897665849,EURCHF,round_1,2026-05-24 22:00:00
USDCHF,-1,mr,2026-05-25 14:00:00,2026-05-25 16:00:00,150.09714858669525,USDCHF,round_1,2026-05-24 22:00:00
EURGBP,1,mr,2026-05-25 16:00:00,2026-05-25 18:00:00,-183.5283461512631,EURGBP,round_1,2026-05-24 22:00:00
EURCHF,1,mr,2026-05-25 18:15:00,2026-05-25 20:15:00,-1.685284658136247,EURCHF,round_1,2026-05-24 22:00:00
AUDUSD,1,mr,2026-05-25 21:00:00,2026-05-25 21:30:00,-1432.2365157258916,AUDUSD,round_1,2026-05-24 22:00:00
EURGBP,-1,mr,2026-05-25 20:45:00,2026-05-25 22:00:00,303.59609849045466,EURGBP,round_1,2026-05-24 22:00:00
USDJPY,1,coc,2026-05-24 22:00:00,2026-05-25 22:00:00,1323.758482606114,USDJPY,round_1,2026-05-24 22:00:00
EURJPY,1,coc,2026-05-24 22:00:00,2026-05-25 22:00:00,3760.500140742507,EURJPY,round_1,2026-05-24 22:00:00
EURUSD,-1,coc,2026-05-24 22:00:00,2026-05-25 22:00:00,-2597.704662015163,EURUSD,round_1,2026-05-24 22:00:00
AUDUSD,1,mr,2026-05-25 21:30:00,2026-05-25 22:00:00,493.8909617612669,AUDUSD,round_1,2026-05-24 22:00:00
EURGBP,-1,mr,2026-05-26 01:00:00,2026-05-26 03:00:00,-53.01856360354198,EURGBP,round_2,2026-05-25 22:00:00
AUDUSD,1,mr,2026-05-26 01:30:00,2026-05-26 03:00:00,986.5046099434331,AUDUSD,round_2,2026-05-25 22:00:00
EURCHF,1,mr,2026-05-26 03:45:00,2026-05-26 05:45:00,548.2237044562203,EURCHF,round_2,2026-05-25 22:00:00
USDCHF,1,mr,2026-05-26 04:00:00,2026-05-26 06:00:00,1935.8455646690884,USDCHF,round_2,2026-05-25 22:00:00
EURGBP,-1,mr,2026-05-26 05:45:00,2026-05-26 06:30:00,-678.7915010681529,EURGBP,round_2,2026-05-25 22:00:00
USDCHF,-1,mr,2026-05-26 06:00:00,2026-05-26 06:45:00,-1769.1680709387213,USDCHF,round_2,2026-05-25 22:00:00
EURCHF,-1,mr,2026-05-26 06:30:00,2026-05-26 06:45:00,-1522.5969615929016,EURCHF,round_2,2026-05-25 22:00:00
EURCHF,-1,mr,2026-05-26 06:45:00,2026-05-26 08:45:00,228.2423277963151,EURCHF,round_2,2026-05-25 22:00:00
USDCHF,-1,mr,2026-05-26 06:45:00,2026-05-26 08:45:00,382.9309422901641,USDCHF,round_2,2026-05-25 22:00:00
EURCHF,-1,mr,2026-05-26 11:30:00,2026-05-26 12:45:00,735.353318966444,EURCHF,round_2,2026-05-25 22:00:00
AUDUSD,-1,mr,2026-05-26 11:00:00,2026-05-26 13:00:00,-489.4510484667774,AUDUSD,round_2,2026-05-25 22:00:00
AUDUSD,-1,mr,2026-05-26 13:00:00,2026-05-26 15:00:00,567.1807309225184,AUDUSD,round_2,2026-05-25 22:00:00
EURCHF,1,mr,2026-05-26 13:30:00,2026-05-26 15:30:00,1197.8431210984993,EURCHF,round_2,2026-05-25 22:00:00
EURGBP,-1,mr,2026-05-26 15:00:00,2026-05-26 17:00:00,-278.4911521913703,EURGBP,round_2,2026-05-25 22:00:00
USDCHF,-1,mr,2026-05-26 15:30:00,2026-05-26 17:30:00,511.93510354951593,USDCHF,round_2,2026-05-25 22:00:00
